TAG,,Local:4:C,"","AB:1756_DI:C:1","","(ExternalAccess := Read/Write)"
TAG,,Local:4:I,"","AB:1756_DI:I:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:4:I,"COOLER HAND MODE",,"Local:4:I.DATA.0"
COMMENT,,Local:4:I,"COOLER AUTO MODE",,"Local:4:I.DATA.1"
COMMENT,,Local:4:I,"PALLETIZER HAND MODE",,"Local:4:I.DATA.2"
COMMENT,,Local:4:I,"PALLETIZER AUTO MODE",,"Local:4:I.DATA.3"
COMMENT,,Local:4:I,"CONDENSER PUMP #1 RUN FEEDBACK 1 = OK",,"Local:4:I.DATA.4"
COMMENT,,Local:4:I,"CONDENSER PUMP #2 RUN FEEDBACK 1 = OK",,"Local:4:I.DATA.5"
COMMENT,,Local:4:I,"CONDENSER FAN RUN FEEDBACK",,"Local:4:I.DATA.6"
COMMENT,,Local:4:I,"FREEZER #1 FAN RUN FEEDBACK OK",,"Local:4:I.DATA.7"
COMMENT,,Local:4:I,"FREEZER #2 FAN RUN FEEDBACK",,"Local:4:I.DATA.8"
COMMENT,,Local:4:I,"FREEZER #3 FAN RUN FEEDBACK OK",,"Local:4:I.DATA.9"
COMMENT,,Local:4:I,"FREEZER #4 FAN RUN FEEDBACK OK",,"Local:4:I.DATA.10"
COMMENT,,Local:4:I,"DOCK #1 FAN RUN FEEDBACK OK",,"Local:4:I.DATA.13"
COMMENT,,Local:4:I,"DOCK #2 FAN RUN FEEDBACK OK",,"Local:4:I.DATA.14"
COMMENT,,Local:4:I,"DOCK #3 FAN RUN FEEDBACK OK",,"Local:4:I.DATA.15"
TAG,,Local:5:C,"","AB:1756_DI:C:1","","(ExternalAccess := Read/Write)"
TAG,,Local:5:I,"","AB:1756_DI:I:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:5:I,"COOLER FAN RUN FEEDBACK OK",,"Local:5:I.DATA.0"
COMMENT,,Local:5:I,"PALLETIZER FAN RUN FEEDBACK OK",,"Local:5:I.DATA.1"
COMMENT,,Local:5:I,"CONTROL POWER PRESENT (1=OK)",,"Local:5:I.DATA.2"
COMMENT,,Local:5:I,"EMERGENCY STOP NOT PRESSED (1=OK)",,"Local:5:I.DATA.3"
COMMENT,,Local:5:I,"AMMONIA DETECTOR ALARM",,"Local:5:I.DATA.5"
COMMENT,,Local:5:I,"COMPRESSOR 1 RUN SIGNAL",,"Local:5:I.DATA.6"
COMMENT,,Local:5:I,"COMPRESSOR 1 SAFETIES 1 = OK",,"Local:5:I.DATA.7"
TAG,,Local:6:C,"","AB:1756_DO:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:6:I,"","AB:1756_DO_Fused:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:6:O,"","AB:1756_DO:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:6:O,"COMPRESSOR #1 START RELAY",,"Local:6:O.DATA.0"
COMMENT,,Local:6:O,"COMPRESSOR #1 66% UNLOADING",,"Local:6:O.DATA.1"
COMMENT,,Local:6:O,"COMPRESSOR #1 33% UNLOADING",,"Local:6:O.DATA.2"
COMMENT,,Local:6:O,"COMPRESSOR 2 REMOTE MODE START/STOP SIGNAL",,"Local:6:O.DATA.3"
COMMENT,,Local:6:O,"COMPRESSOR 3 REMOTE MODE START/STOP SIGNAL",,"Local:6:O.DATA.4"
COMMENT,,Local:6:O,"CONDENSER PUMP #1 ON SIGNAL",,"Local:6:O.DATA.6"
COMMENT,,Local:6:O,"CONDENSER PUMP #2 ON SIGNAL",,"Local:6:O.DATA.7"
COMMENT,,Local:6:O,"CONDENSER FAN ON SIGNAL",,"Local:6:O.DATA.8"
COMMENT,,Local:6:O,"FREEZER #1 FAN OUTPUT",,"Local:6:O.DATA.9"
COMMENT,,Local:6:O,"FREEZER #1 LIQUID SOLENOID",,"Local:6:O.DATA.10"
COMMENT,,Local:6:O,"FREEZER #1 HOT GAS SOLENOID",,"Local:6:O.DATA.11"
COMMENT,,Local:6:O,"FREEZER #1 HOT GAS PILOT SOLENOID",,"Local:6:O.DATA.12"
COMMENT,,Local:6:O,"FREEZER #1 BLOWDOWN SOLENOID",,"Local:6:O.DATA.13"
COMMENT,,Local:6:O,"FREEZER #1 FAN OUTPUT",,"Local:6:O.DATA.14"
COMMENT,,Local:6:O,"FREEZER #2 LIQUID SOLENOID",,"Local:6:O.DATA.15"
TAG,,Local:7:C,"","AB:1756_DO:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:7:I,"","AB:1756_DO_Fused:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:7:O,"","AB:1756_DO:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:7:O,"FREEZER #2 HOT GAS SOLENOID",,"Local:7:O.DATA.0"
COMMENT,,Local:7:O,"FREEZER #2 HOT GAS PILOT SOLENOID",,"Local:7:O.DATA.1"
COMMENT,,Local:7:O,"FREEZER #2 BLOWDOWN SOLENOID",,"Local:7:O.DATA.2"
COMMENT,,Local:7:O,"FREEZER #3 FAN OUTPUT",,"Local:7:O.DATA.3"
COMMENT,,Local:7:O,"FREEZER #3 LIQUID SOLENOID",,"Local:7:O.DATA.4"
COMMENT,,Local:7:O,"FREEZER #3 HOT GAS SOLENOID",,"Local:7:O.DATA.5"
COMMENT,,Local:7:O,"FREEZER #3 HOT GAS PILOT SOLENOID",,"Local:7:O.DATA.6"
COMMENT,,Local:7:O,"FREEZER #3 BLOWDOWN SOLENOID",,"Local:7:O.DATA.7"
COMMENT,,Local:7:O,"FREEZER #4 FAN ON",,"Local:7:O.DATA.8"
COMMENT,,Local:7:O,"FREEZER #4 LIQUID SOLENOID",,"Local:7:O.DATA.9"
COMMENT,,Local:7:O,"FREEZER #4 HOT GAS SOLENOID",,"Local:7:O.DATA.10"
COMMENT,,Local:7:O,"FREEZER #4 HOT GAS PILOT SOLENOID",,"Local:7:O.DATA.11"
COMMENT,,Local:7:O,"FREEZER #4 BLOWDOWN SOLENOID",,"Local:7:O.DATA.12"
TAG,,Local:8:C,"","AB:1756_DO:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:8:I,"","AB:1756_DO_Fused:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:8:O,"","AB:1756_DO:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:8:O,"DOCK #1 FAN ON",,"Local:8:O.DATA.7"
COMMENT,,Local:8:O,"DOCK #1 LIQUID SOLENOID",,"Local:8:O.DATA.8"
COMMENT,,Local:8:O,"DOCK #2 FAN ON",,"Local:8:O.DATA.10"
COMMENT,,Local:8:O,"DOCK #2 LIQUID SOLENOID",,"Local:8:O.DATA.11"
COMMENT,,Local:8:O,"DOCK #3 FAN ON",,"Local:8:O.DATA.12"
COMMENT,,Local:8:O,"DOCK #3 LIQUID SOLENOID",,"Local:8:O.DATA.13"
TAG,,Local:9:C,"","AB:1756_DO:C:0","","(ExternalAccess := Read/Write)"
TAG,,Local:9:I,"","AB:1756_DO_Fused:I:0","","(ExternalAccess := Read/Write)"
TAG,,Local:9:O,"","AB:1756_DO:O:0","","(ExternalAccess := Read/Write)"
COMMENT,,Local:9:O,"COOLER FAN ON",,"Local:9:O.DATA.0"
COMMENT,,Local:9:O,"COOLER LIQUID SOLENOID",,"Local:9:O.DATA.1"
COMMENT,,Local:9:O,"COOLER HOT GAS SOLENOID",,"Local:9:O.DATA.2"
COMMENT,,Local:9:O,"PALLETIZER FAN ON",,"Local:9:O.DATA.3"
COMMENT,,Local:9:O,"PALLETIZER LIQUID SOLENOID",,"Local:9:O.DATA.4"
COMMENT,,Local:9:O,"PALLETIZER HOT GAS SOLENOID",,"Local:9:O.DATA.5"
COMMENT,,Local:9:O,"LIQUID LINE SOLENOID",,"Local:9:O.DATA.6"
COMMENT,,Local:9:O,"KING VALVE",,"Local:9:O.DATA.7"
COMMENT,,Local:9:O,"COMPRESSORS TRIP TO PHONE DIALER",,"Local:9:O.DATA.8"
TAG,,B3,"","DINT[101]","","(RADIX := Binary, Constant := false, ExternalAccess := Read/Write)"
COMMENT,,B3,"VILTER ENCLOSURE CONTROL POWER LOST ALARM (1=ALARM)",,"B3[0].0"
COMMENT,,B3,"EMERGENCY STOP TRIPPED ALARM (1=ALARM)",,"B3[0].1"
COMMENT,,B3,"ENABLE COMPRESSOR SUBROUTINE",,"B3[0].2"
COMMENT,,B3,"ENABLE AIR UNIT SUBROUTINE",,"B3[0].3"
COMMENT,,B3,"ENABLE CONDENSER SUBROUTINE",,"B3[0].4"
COMMENT,,B3,"ENABLE ANALOG IN SUBROUTINE",,"B3[0].5"
COMMENT,,B3,"ENABLE COMMUNICATION SUBROUTINE",,"B3[0].6"
COMMENT,,B3,"ENABLE ALARM SUBROUTINE",,"B3[0].7"
COMMENT,,B3,"ENABLE PANELVIEW SUBROUTINE",,"B3[0].8"
COMMENT,,B3,"SLOT 10 RTD MODULE USER MANUAL CONFIGURATION",,"B3[0].10"
COMMENT,,B3,"SLOT 10 RTD MODULE USER MANUAL CONFIGURATION",,"B3[0].11"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 0 TEMP. SENSOR ENABLED",,"B3[0].15"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 1 TEMP. SENSOR ENABLED",,"B3[1].0"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 2 TEMP. SENSOR ENABLED",,"B3[1].1"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 3 TEMP. SENSOR ENABLED",,"B3[1].2"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 4 TEMP. SENSOR ENABLED",,"B3[1].3"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 5 TEMP. SENSOR ENABLED",,"B3[1].4"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 6 TEMP. SENSOR ENABLED",,"B3[1].5"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 7 TEMP. SENSOR ENABLED",,"B3[1].6"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 0 AUTOCALIBRATION IN PROGRESS",,"B3[1].12"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 1 AUTOCALIBRATION IN PROGRESS",,"B3[1].13"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 2 AUTOCALIBRATION IN PROGRESS",,"B3[1].14"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 3 AUTOCALIBRATION IN PROGRESS",,"B3[1].15"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 4 AUTOCALIBRATION IN PROGRESS",,"B3[2].0"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 5 AUTOCALIBRATION IN PROGRESS",,"B3[2].1"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 6 AUTOCALIBRATION IN PROGRESS",,"B3[2].2"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 7 AUTOCALIBRATION IN PROGRESS",,"B3[2].3"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 0 AUTOCALIBRATION ENABLED",,"B3[2].5"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 1 AUTOCALIBRATION ENABLED",,"B3[2].6"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 2 AUTOCALIBRATION ENABLED",,"B3[2].7"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 3 AUTOCALIBRATION ENABLED",,"B3[2].8"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 4 AUTOCALIBRATION ENABLED",,"B3[2].9"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 5 AUTOCALIBRATION ENABLED",,"B3[2].10"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 6 AUTOCALIBRATION ENABLED",,"B3[2].11"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 7 AUTOCALIBRATION ENABLED",,"B3[2].12"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 0 AUTOCALIBRATION ONE-SHOT",,"B3[2].14"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 1 AUTOCALIBRATION ONE-SHOT",,"B3[2].15"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 2 AUTOCALIBRATION ONE-SHOT",,"B3[3].0"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 3 AUTOCALIBRATION ONE-SHOT",,"B3[3].1"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 4 AUTOCALIBRATION ONE-SHOT",,"B3[3].2"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 5 AUTOCALIBRATION ONE-SHOT",,"B3[3].3"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 6 AUTOCALIBRATION ONE-SHOT",,"B3[3].4"
COMMENT,,B3,"SLOT 10 RTD MODULE CHANNEL 7 AUTOCALIBRATION ONE-SHOT",,"B3[3].5"
COMMENT,,B3,"SLOT 11 CHANNEL 0 PRESS. SENSOR LOW LIMIT DETECT",,"B3[3].7"
COMMENT,,B3,"SLOT 11 CHANNEL 1 PRESS. SENSOR LOW LIMIT DETECT",,"B3[3].8"
COMMENT,,B3,"SLOT 11 CHANNEL 2 PRESS. SENSOR LOW LIMIT DETECT",,"B3[3].9"
COMMENT,,B3,"SLOT 11 CHANNEL 3 VESSEL LEVEL LOW LIMIT DETECT",,"B3[3].10"
COMMENT,,B3,"SLOT 11 CHANNEL 0 PRESS. SENSOR HIGH LIMIT DETECT",,"B3[3].12"
COMMENT,,B3,"SLOT 11 CHANNEL 1 PRESS. SENSOR HIGH LIMIT DETECT",,"B3[3].13"
COMMENT,,B3,"SLOT 11 CHANNEL 2 PRESS. SENSOR HIGH LIMIT DETECT",,"B3[3].14"
COMMENT,,B3,"SLOT 11 CHANNEL 3 VESSEL LEVEL HIGH LIMIT DETECT",,"B3[3].15"
COMMENT,,B3,"AU-1A t1 ACTIVE",,"B3[4].0"
COMMENT,,B3,"SLOT 11 CHANNEL 0 PRESS. SENSOR ENABLED",,"B3[4].1"
COMMENT,,B3,"SLOT 11 CHANNEL 1 PRESS. SENSOR ENABLED",,"B3[4].2"
COMMENT,,B3,"SLOT 11 CHANNEL 2 PRESS. SENSOR ENABLED",,"B3[4].3"
COMMENT,,B3,"SLOT 11 CHANNEL 3 VESSEL LEVEL ENABLED",,"B3[4].4"
COMMENT,,B3,"AU-1A t6 ACTIVE",,"B3[4].5"
COMMENT,,B3,"MODE OF AU-1A 0 = FREEZER 1 = COOLER",,"B3[4].7"
COMMENT,,B3,"AU-1A L=DFSTING",,"B3[4].14"
COMMENT,,B3,"1 MOM= FORCE DFST AU-1A",,"B3[4].15"
COMMENT,,B3,"COMPRESSOR 2 COMMUNICATION FAILURE ALARM STATUS BIT",,"B3[5].0"
COMMENT,,B3,"COMPRESSOR 3 COMMUNICATION FAILURE ALARM STATUS BIT",,"B3[5].1"
COMMENT,,B3,"SLOT 1 MODBUS MODULE USER FORCED CONFIGURATION ENABLE BIT",,"B3[5].3"
COMMENT,,B3,"SLOT 1 MODBUS MODULE USER FORCED CONFIGURATION ONE SHOT",,"B3[5].4"
COMMENT,,B3,"COMPRESSOR #2 AUTO MODE COMMAND ENABLE ONE SHOT",,"B3[5].6"
COMMENT,,B3,"COMPRESSOR #3 AUTO MODE COMMAND ENABLE ONE SHOT",,"B3[5].7"
COMMENT,,B3,"COMPRESSOR 2 STOP COMMAND UNLATCH ONE-SHOT",,"B3[5].10"
COMMENT,,B3,"COMPRESSOR 3 STOP COMMAND UNLATCH ONE-SHOT",,"B3[5].11"
COMMENT,,B3,"COMPRESSOR 2 STOP COMMAND LATCH ONE-SHOT",,"B3[5].13"
COMMENT,,B3,"COMPRESSOR 3 STOP COMMAND LATCH ONE-SHOT",,"B3[5].14"
COMMENT,,B3,"COMPRESSOR 2 CENTRAL MODE COMMAND UNLATCH ONE-SHOT",,"B3[6].0"
COMMENT,,B3,"COMPRESSOR 3 CENTRAL MODE COMMAND UNLATCH ONE-SHOT",,"B3[6].1"
COMMENT,,B3,"COMPRESSOR 2 LOCAL MODE COMMAND UNLATCH ONE-SHOT",,"B3[6].3"
COMMENT,,B3,"COMPRESSOR 3 LOCAL MODE COMMAND UNLATCH ONE-SHOT",,"B3[6].4"
COMMENT,,B3,"COMPRESSOR 2 AUTO MODE UNLATCH ONE-SHOT",,"B3[6].6"
COMMENT,,B3,"COMPRESSOR 3 AUTO MODE COMMAND UNLATCH ONE-SHOT",,"B3[6].7"
COMMENT,,B3,"COMPRESSOR 2 AUTO MODE PERMISSIVE BIT",,"B3[6].11"
COMMENT,,B3,"COMPRESSOR 3 AUTO MODE PERMISSIVE BIT",,"B3[6].12"
COMMENT,,B3,"LOW STAGE COMPRESSOR RUN ENABLE PERMISSIVE BIT",,"B3[6].14"
COMMENT,,B3,"HIGH STAGE RUN PERMISSIVE BIT",,"B3[6].15"
COMMENT,,B3,"COMPRESSOR 2 OK TO RUN PERMISSIVE",,"B3[7].2"
COMMENT,,B3,"COMPRESSOR 3 OK TO RUN PERMISSIVE",,"B3[7].3"
COMMENT,,B3,"COMPRESSOR 2 AT MINIMUM CAPACITY STATUS BIT",,"B3[7].6"
COMMENT,,B3,"COMPRESSOR 3 AT MINIMUM CAPACITY STATUS BIT",,"B3[7].7"
COMMENT,,B3,"COMPRESSOR #2 MAX RUNTIME @ MIN CAPACITY STOP COMMAND ONE SHOT",,"B3[7].10"
COMMENT,,B3,"COMPRESSOR #3 MAX RUNTIME @ MIN CAPACITY STOP COMMAND ONE SHOT",,"B3[7].11"
COMMENT,,B3,"COMPRESSOR 2 FORCE EXPIRATION MINIMUM CAPACITY TIMER ONE SHOT",,"B3[7].14"
COMMENT,,B3,"COMPRESSOR 3 FORCE EXPIRATION MINIMUM CAPACITY TIMER ONE SHOT",,"B3[7].15"
COMMENT,,B3,"COMPRESSOR 2 AT MAXIMUM CAPACITY STATUS BIT",,"B3[8].3"
COMMENT,,B3,"COMPRESSOR 3 AT MAXIMUM CAPACITY STATUS BIT",,"B3[8].4"
COMMENT,,B3,"COMPRESSOR 1 ANTIRECYCLE ACTIVE STATUS BIT",,"B3[8].7"
COMMENT,,B3,"COMPRESSOR 2 ANTIRECYCLE ACTIVE STATUS BIT",,"B3[8].8"
COMMENT,,B3,"COMPRESSOR 3 ANTIRECYCLE ACTIVE STATUS BIT",,"B3[8].9"
COMMENT,,B3,"COMPRESSOR 2 WAIT STATE ACTIVE STATUS BIT",,"B3[8].12"
COMMENT,,B3,"COMPRESSOR 3 WAIT STATE ACTIVE STATUS BIT",,"B3[8].13"
COMMENT,,B3,"1ST L.S. COMPRESSOR WAITING",,"B3[9].1"
COMMENT,,B3,"2ND L.S. COMPRESSOR WAITING",,"B3[9].2"
COMMENT,,B3,"1ST L.S. COMPRESSOR AT MAXIMUM CAPACITY",,"B3[9].4"
COMMENT,,B3,"2ND L.S. COMPRESSOR AT MAXIMUM CAPACITY",,"B3[9].5"
COMMENT,,B3,"1ST L.S. COMPRESSOR AT MINIMUM CAPACITY",,"B3[9].7"
COMMENT,,B3,"2ND L.S. COMPRESSOR AT MINIMUM CAPACITY",,"B3[9].8"
COMMENT,,B3,"RUN ENABLE OF 1ST L.S. COMPRESSOR",,"B3[9].10"
COMMENT,,B3,"RUN ENABLE OF 2ND L.S. COMPRESSOR",,"B3[9].11"
COMMENT,,B3,"ALLOW START OF 1ST L.S. COMPRESSOR",,"B3[9].13"
COMMENT,,B3,"ALLOW START OF 2ND L.S. COMPRESSOR",,"B3[9].14"
COMMENT,,B3,"ALLOW LOADING OF 1ST L.S. COMPRESSOR",,"B3[10].0"
COMMENT,,B3,"ALLOW LOADING OF 2ND L.S. COMPRESSOR",,"B3[10].1"
COMMENT,,B3,"ALLOW UNLOADING OF 1ST L.S. COMPRESSOR",,"B3[10].3"
COMMENT,,B3,"ALLOW UNLOADING OF 2ND L.S. COMPRESSOR",,"B3[10].4"
COMMENT,,B3,"COMPRESSOR 2 AUTO MODE COMMAND LATCH ONE-SHOT",,"B3[10].6"
COMMENT,,B3,"COMPRESSOR 3 AUTO MODE COMMAND LATCH ONE-SHOT",,"B3[10].7"
COMMENT,,B3,"MODBUS COMMAND ONE-SHOT",,"B3[10].9"
COMMENT,,B3,"MODBUS COMMAND ONE-SHOT",,"B3[10].10"
COMMENT,,B3,"COMPRESSOR 2 MANUAL MODE PERMISSIVE BIT",,"B3[10].12"
COMMENT,,B3,"COMPRESSOR 3 MANUAL MODE PERMISSIVE BIT",,"B3[10].13"
COMMENT,,B3,"DON$'T RUN CONDENSERS",,"B3[10].15"
COMMENT,,B3,"CONDENSER STEP ONE-SHOT",,"B3[11].1"
COMMENT,,B3,"CONDENSER PUMP #1 FEEBACK ALARM",,"B3[11].3"
COMMENT,,B3,"CONDENSER PUMP #2 RUN FEEDBACK ALARM",,"B3[11].4"
COMMENT,,B3,"CONDENSER FAN RUN FEEDBACK ALARM",,"B3[11].5"
COMMENT,,B3,"FREEZER #1 FAN RUN FEEDBACK ALARM",,"B3[11].6"
COMMENT,,B3,"FREEZER #2 FAN RUN FEEDBACK ALARM",,"B3[11].7"
COMMENT,,B3,"FREEZER #3 FAN RUN FEEDBACK ALARM",,"B3[11].8"
COMMENT,,B3,"FREEZER #4 FAN RUN FEEDBACK ALARM",,"B3[11].9"
COMMENT,,B3,"DOCK #1 FAN RUN FEEDBACK ALARM",,"B3[11].12"
COMMENT,,B3,"DOCK #2 FAN RUN FEEDBACK ALARM",,"B3[11].13"
COMMENT,,B3,"DOCK #3 FAN RUN FEEDBACK ALARM",,"B3[11].14"
COMMENT,,B3,"COOLER FAN RUN FEEDBACK ALARM",,"B3[11].15"
COMMENT,,B3,"PALLETIZER FAN RUN FEEDBACK ALARM",,"B3[12].0"
COMMENT,,B3,"HIGH DISCHARGE PRESSURE SHUTDOWN",,"B3[12].2"
COMMENT,,B3,"FREEZER #1 T1 ACTIVE",,"B3[12].8"
COMMENT,,B3,"FREEZER #1 T2 ACTIVE",,"B3[12].9"
COMMENT,,B3,"FREEZER #1 T3 ACTIVE",,"B3[12].10"
COMMENT,,B3,"FREEZER #1 T4 ACTIVE",,"B3[12].11"
COMMENT,,B3,"FREEZER #1 T5 ACTIVE",,"B3[12].12"
COMMENT,,B3,"FREEZER #1 T6 ACTIVE",,"B3[12].13"
COMMENT,,B3,"FREEZER #1 1 = FORCE DEFROST",,"B3[12].14"
COMMENT,,B3,"FREEZER #1 DEFROSTING",,"B3[12].15"
COMMENT,,B3,"FREEZER #2 T1 ACTIVE",,"B3[13].1"
COMMENT,,B3,"FREEZER #2 T2 ACTIVE",,"B3[13].2"
COMMENT,,B3,"FREEZER #2 T3 ACTIVE",,"B3[13].3"
